path,class_id,conf,x_min,y_min,x_max,y_max
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,8,0.0002190472,151.0,355.0,186.0,392.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,8,0.00018733935,172.0,348.0,197.0,374.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,0,0.00014893009,193.0,105.0,225.99999999999997,136.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,0,0.000125502715,157.0,97.0,188.0,129.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,2,8.360279e-05,164.0,206.0,186.0,225.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,0,7.852342e-05,186.0,136.0,206.99999999999997,157.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,2,7.830973e-05,174.0,159.0,200.99999999999997,188.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,4,5.5571567e-05,164.0,212.0,187.0,234.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,0,5.157898e-05,191.0,141.0,212.0,162.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,0,5.0640432e-05,182.0,50.0,214.0,84.0
/kaggle/temp/sagittal_all_images/1002894806___801316590___10.png,6,5.0007255e-05,152.0,303.0,182.0,334.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,3,0.8202665448188782,281.50246143341064,171.50248289108276,315.00000953674316,205.49750328063965
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,9,0.8172487616539001,297.99952507019043,285.9995126724243,331.5002679824829,319.5002555847168
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,5,0.8112982511520386,282.500696182251,214.50071334838867,314.99998569488525,247.99861907958984
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,1,0.8098616600036621,288.5006904602051,128.50069999694824,320.499324798584,161.49789094924927
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,7,0.8042064309120178,287.5025987625122,255.00521659851074,321.00000381469727,288.0000114440918
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,0,0.756854772567749,211.9955062866211,116.49324893951416,245.00000476837158,148.99998903274536
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,2,0.7370949983596802,201.50928497314453,165.50928354263306,235.00001430511475,200.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,6,0.720721960067749,204.50031757354736,272.00000286102295,236.9999885559082,304.4996738433838
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,4,0.7094552516937256,200.0,219.0000057220459,233.50298404693604,253.0059576034546
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,0.4721141755580902,214.599347114563,326.46450996398926,249.99969005584717,361.8645429611206
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,0.0022735105,204.0,322.0,238.0,357.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,6,0.0013378255,188.0,273.0,220.00000000000003,308.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,6,0.00102662655,86.0,186.0,126.0,225.99999999999997
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,9,0.00038869763375259936,307.5368404388428,276.4631748199463,354.1341781616211,319.3289518356323
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,4,0.0003752919,187.0,216.0,223.0,254.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,0.00022967778,132.0,407.0,155.0,434.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,9,0.000222667035,319.0,317.0,351.0,350.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,6,0.0002027166,186.0,257.0,220.00000000000003,295.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,0.000110842775,140.0,405.99999999999994,166.0,434.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,1,0.000108679125,222.00000000000003,122.0,313.0,170.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,0.000104163205,248.0,341.0,286.0,384.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,2,9.4409815e-05,183.0,158.0,224.00000000000003,199.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,4,9.0844965e-05,172.0,187.0,213.0,231.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,2,8.829371e-05,200.0,167.0,245.00000000000003,225.99999999999997
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,8.630156e-05,189.0,319.0,239.0,369.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,0,8.1951985e-05,219.0,74.0,252.99999999999997,110.00000000000001
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,1,6.7436735e-05,297.0,85.0,329.0,117.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,5.816392e-05,96.0,430.0,138.0,473.00000000000006
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,4,5.5874887e-05,174.0,219.0,214.0,264.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,7,5.5645565e-05,292.0,254.99999999999997,347.0,311.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,8,5.445404e-05,233.0,330.0,278.0,378.0
/kaggle/temp/sagittal_all_images/1002894806___866293114___8.png,4,5.0689845e-05,200.99999999999997,200.0,243.00000000000003,249.00000000000003
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,7,0.8025780320167542,219.50185298919678,350.0036954879761,253.99999618530273,384.50183868408203
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,5,0.783061683177948,217.50690937042236,292.50690937042236,251.50692462921143,326.99999809265137
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,9,0.7789228558540344,240.9724235534668,401.9724369049072,275.4862308502197,436.48624420166016
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,3,0.7736918926239014,216.99998378753662,233.4751844406128,251.99997425079346,267.47517585754395
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,6,0.7433832883834839,132.99607038497925,375.9999990463257,166.50196313858032,410.50586700439453
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,4,0.7276555895805359,120.9714412689209,300.4857063293457,153.99999618530273,334.51428413391113
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,1,0.7264196872711182,228.99999618530273,174.00000095367432,262.49332427978516,208.49332809448242
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,8,0.7255404591560364,167.99999475479126,449.50671195983887,201.50671005249023,484.01341438293457
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,2,0.7101907730102539,124.01093244552612,227.01094150543213,157.00000524520874,260.9999895095825
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,0,0.70035719871521,135.50174236297607,159.00347232818604,169.49827671051025,193.99653673171997
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,8,0.00038986662,153.0,448.00000000000006,190.0,484.0
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,8,6.9228425e-05,163.0,459.0,200.99999999999997,501.0
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,6,6.9060965e-05,131.0,345.0,162.0,372.0
/kaggle/temp/sagittal_all_images/1013589491___2391548363___10.png,5,6.6560575e-05,264.0,396.0,466.0,491.0
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,7,0.8218457102775574,220.00000476837158,352.4963617324829,254.00002002716064,387.0000123977661
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,5,0.8193071484565735,217.5098180770874,293.999981880188,251.99997425079346,328.99999618530273
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,9,0.8079417943954468,240.4932737350464,401.99999809265137,273.9999771118164,436.5067481994629
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,1,0.805975615978241,228.99999618530273,172.49321937561035,264.50679302215576,207.50679969787598
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,3,0.7996636629104614,218.506121635437,233.49390029907227,253.49388122558594,267.9877758026123
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,6,0.7536796927452087,133.49922895431519,376.99999809265137,167.4992322921753,412.4992370605469
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,8,0.7362689971923828,169.49515342712402,450.50482749938965,202.99999713897705,485.00967025756836
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,4,0.7269995212554932,122.494637966156,301.4946222305298,156.00000619888306,335.5053424835205
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,2,0.7219019532203674,125.49996376037598,227.49996185302734,159.0000033378601,262.5000238418579
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,0,0.6869435906410217,134.99600887298584,157.99601078033447,170.00000476837158,193.5019850730896
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,6,0.00023677216,0.0,163.0,197.0,509.99999999999994
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,0,0.00017939767,123.0,153.0,159.0,189.0
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,5,5.9824495e-05,0.0,0.0,152.0,158.0
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,0,5.4901888e-05,159.0,202.0,178.0,227.0
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,8,5.3952037e-05,145.0,449.0,191.0,496.0
/kaggle/temp/sagittal_all_images/1013589491___482346415___11.png,8,5.2038875e-05,164.0,458.0,199.0,497.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,5,0.8196544647216797,118.49977970123291,117.49976873397827,136.00000143051147,135.50021648406982
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,7,0.8151359558105469,114.99999761581421,146.50403261184692,132.99999237060547,164.50403928756714
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,3,0.8090628981590271,124.00000095367432,87.99999952316284,141.4974808692932,105.9999942779541
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,9,0.8087332844734192,123.99998903274536,174.5048999786377,141.49508476257324,192.49509572982788
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,1,0.8044931888580322,126.99999809265137,56.00000023841858,144.99999284744263,73.99999499320984
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,4,0.7321143746376038,67.00000166893005,113.00759315490723,84.49620008468628,131.00000619888306
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,2,0.7190122604370117,72.51756191253662,82.51755833625793,89.48244452476501,100.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,6,0.7184163928031921,69.49647068977356,150.5035161972046,86.99999451637268,168.50351095199585
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,0,0.7176004648208618,76.99999809265137,52.000004053115845,93.99999976158142,69.49002742767334
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,8,0.7047457098960876,73.03891777992249,190.5194640159607,90.00000357627869,207.48052597045898
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,8,0.0017426271,62.0,187.0,81.0,206.99999999999997
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,9,0.00134237635,130.0,194.0,144.0,209.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,8,0.00027493155,65.0,193.0,85.0,213.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,8,0.000243603325,131.0,198.0,148.0,217.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,6,0.000157879665,61.0,151.0,79.0,170.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,2,0.000137347015,65.0,79.0,84.0,99.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,4,0.00012240166,73.0,111.00000000000001,90.0,128.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,4,8.584542e-05,77.0,112.99999999999999,99.0,131.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,7,5.930178e-05,122.0,163.0,135.0,177.0
/kaggle/temp/sagittal_all_images/1013791258___2460967246___9.png,4,5.071373e-05,71.0,117.0,88.0,136.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,5,0.8217214941978455,233.99999141693115,243.00000667572021,268.5032844543457,277.50325202941895
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,3,0.7927361130714417,247.4914312362671,185.0000023841858,281.9999933242798,219.50857639312744
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,9,0.7712259292602539,247.49867916107178,357.9991102218628,282.50041007995605,393.999981880188
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,1,0.7622816562652588,253.49950790405273,120.49952745437622,287.5004768371582,154.50047254562378
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,7,0.7577655911445618,229.4853687286377,301.4561414718628,262.9999876022339,335.4853630065918
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,6,0.7336766123771667,138.49090337753296,310.00001430511475,173.99998903274536,345.4909086227417
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,4,0.7184262275695801,133.49499702453613,233.5050106048584,168.9900040626526,270.0000047683716
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,8,0.7090944647789001,147.06801176071167,388.03398609161377,180.9999942779541,423.4830379486084
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,0,0.7021211981773376,152.50874757766724,112.00000047683716,187.0175004005432,147.00000286102295
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,2,0.6917782425880432,143.00000667572021,171.53470516204834,177.97685861587524,206.51156902313232
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,8,0.00048701992,122.0,381.0,164.0,423.00000000000006
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,7,0.0004565242,242.0,302.0,282.0,341.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,9,0.0003916698624379933,262.51981258392334,350.0699043273926,305.51981925964355,390.6899929046631
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,2,0.00030735658947378397,128.35373878479004,167.29249954223633,167.3537254333496,206.6462516784668
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,1,0.00028245375,254.99999999999997,155.0,286.0,182.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,9,0.00023197854,261.0,337.0,296.0,373.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,7,0.00017082635,244.0,330.0,271.0,362.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,7,0.00013448874,261.0,302.0,301.0,341.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,6,0.00012893378,123.0,311.0,158.0,349.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,7,0.00012355666,235.0,315.0,265.0,351.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,9,0.00010995059,274.0,332.0,319.0,376.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,8,9.5760685e-05,130.0,393.0,171.0,434.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,2,8.23309e-05,180.0,200.99999999999997,209.0,229.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,4,7.21964e-05,144.0,227.0,181.0,264.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,5,7.11509e-05,238.0,286.0,268.0,326.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,0,7.038826e-05,137.0,115.99999999999999,186.0,195.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,9,6.847175e-05,219.0,370.0,248.0,400.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,2,5.369581e-05,152.0,164.0,191.0,202.0
/kaggle/temp/sagittal_all_images/1013791258___995943005___9.png,0,5.155774e-05,180.0,151.0,204.0,178.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,7,0.8222509026527405,197.49656915664673,237.49656677246094,223.49655628204346,264.0000104904175
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,9,0.8135850429534912,201.50208473205566,280.5021047592163,226.99999809265137,306.9999933242798
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,5,0.8011085987091064,196.999990940094,192.99999475479126,222.00000286102295,219.0000057220459
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,1,0.793785035610199,206.49635791778564,97.49636054039001,231.50362968444824,123.00000190734863
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,3,0.792446494102478,199.99998807907104,144.5010542869568,225.0,169.99999284744263
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,4,0.7461951971054077,119.0000057220459,193.98127794265747,144.50935125350952,219.99998092651367
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,6,0.7414663434028625,122.00000286102295,247.00000286102295,147.50553369522095,272.5055456161499
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,0,0.7367700338363647,133.50566625595093,87.50567436218262,160.0000023841858,113.99999856948853
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,2,0.7322461009025574,124.00000095367432,140.9999966621399,149.50146675109863,167.50147342681885
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,8,0.6786983609199524,123.00000190734863,299.0000009536743,148.99998903274536,325.0000238418579
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,0,0.00067101395,121.0,83.0,149.0,111.00000000000001
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,7,0.0005056293,199.0,247.00000000000003,222.00000000000003,275.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,6,0.0004951023729518056,108.46176147460938,244.4617748260498,138.0254864692688,274.0000009536743
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,8,0.0004450981,113.99999999999999,303.0,140.0,329.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,4,0.000119682985,108.0,190.0,138.0,221.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,8,0.00011946846,108.0,294.0,135.0,323.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,8,0.000119055375,98.0,34.0,121.0,61.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,1,7.865487e-05,211.0,49.0,238.0,74.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,2,5.7690065e-05,137.0,141.0,159.0,166.0
/kaggle/temp/sagittal_all_images/1018005303___1131788901___9.png,4,5.18242e-05,130.0,190.0,173.0,223.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,9,0.8011894226074219,167.49931573867798,235.49931049346924,188.99999856948853,256.9999933242798
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,3,0.7961933016777039,165.49631357192993,120.4963207244873,186.00000143051147,141.50367975234985
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,5,0.7948072552680969,162.99999952316284,160.99998950958252,184.0000033378601,181.49633407592773
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,1,0.7826482653617859,170.9999918937683,80.9999942779541,192.4965500831604,101.99999809265137
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,7,0.7824063301086426,164.01183605194092,199.50592517852783,184.50591564178467,220.00000476837158
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,0,0.7323563694953918,111.00000143051147,72.49974012374878,133.00000429153442,93.99999976158142
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,4,0.7319157719612122,99.00000095367432,161.9799256324768,120.5100417137146,183.99999141693115
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,2,0.7151480317115784,103.50109338760376,118.50109100341797,124.49891567230225,139.9999976158142
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,6,0.7143329381942749,103.000009059906,206.000018119812,124.00000095367432,227.4974822998047
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,8,0.6792126893997192,102.99999713897705,249.5034694671631,124.00000095367432,271.00000381469727
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,7,0.3381461501121521,166.3432240486145,216.00000858306885,184.34321880340576,234.34321880340576
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,6,0.0036476173,92.0,206.99999999999997,112.00000000000001,227.99999999999997
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,5,0.0034286887384951115,162.5681757926941,183.2159161567688,180.00000715255737,199.64773654937744
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,3,0.0018217727774754167,164.99998569488525,143.99999380111694,182.09503889083862,160.0000023841858
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,1,0.00058411135,170.0,103.0,189.0,119.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,6,0.00046184665,95.0,202.0,119.0,225.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,0,0.00034780404530465603,101.36414766311646,67.45377779006958,124.72829818725586,91.00000262260437
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,8,0.00027472427,94.0,252.0,117.0,275.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,4,0.00024755255,87.0,157.0,113.99999999999999,184.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,8,0.000222720715,81.0,28.999999999999996,101.0,51.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,6,0.00019130019063595682,88.19469809532166,191.00000858306885,113.80530595779419,218.81415843963623
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,5,0.00018897365,163.0,170.0,184.0,194.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,5,7.9786105e-05,163.0,189.0,180.0,208.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,2,7.859707e-05,123.0,141.0,139.0,158.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,8,7.72967e-05,88.0,244.0,112.00000000000001,269.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,6,6.0423545e-05,85.0,199.0,109.00000000000001,225.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,4,5.9829148e-05,85.0,181.0,107.0,202.99999999999997
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,8,5.564262e-05,88.0,27.0,109.00000000000001,48.0
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,0,5.475896e-05,118.0,101.0,133.0,115.99999999999999
/kaggle/temp/sagittal_all_images/1018005303___3398516088___9.png,1,5.4551172e-05,164.0,106.0,191.0,139.0
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,3,0.8194971084594727,210.49344539642334,160.49343347549438,235.50658226013184,186.50656938552856
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,5,0.8163290023803711,203.49960327148438,209.49959754943848,229.500412940979,236.00001335144043
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,1,0.8027554154396057,223.00000190734863,113.99999856948853,248.50647449493408,140.00000953674316
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,7,0.7939876914024353,203.99999618530273,253.48684787750244,230.00001907348633,279.9999952316284
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,9,0.7895409464836121,220.47178745269775,292.94354915618896,245.5282211303711,318.0000066757202
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,2,0.7235821485519409,125.50030946731567,150.50032138824463,150.99999904632568,177.49969959259033
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,0,0.7035894393920898,137.50407695770264,94.00815963745117,163.4959101676941,119.99999284744263
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,4,0.7006143927574158,118.97480487823486,209.9748134613037,144.99999284744263,236.00001335144043
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,8,0.6930689811706543,157.97938108444214,335.48970222473145,183.00000429153442,360.51032543182373
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,6,0.6766383647918701,121.56131267547607,277.8773546218872,148.12264442443848,305.0000190734863
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,1,0.0006013386882841587,234.99999046325684,65.58714509010315,261.17427349090576,92.76143908500671
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,6,0.0004228920442983508,115.65467119216919,249.9999761581421,138.17265033721924,271.1726427078247
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,6,0.00039704975,111.00000000000001,276.0,137.0,303.0
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,6,0.0003661036607809365,121.11828327178955,245.41220664978027,142.00000762939453,265.41218757629395
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,8,0.0003271317109465599,142.57651567459106,331.3647508621216,173.42346906661987,365.63522815704346
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,0,0.00020806115,125.0,93.0,155.0,122.0
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,6,0.00013909256,124.0,267.0,147.0,292.0
/kaggle/temp/sagittal_all_images/1038453736___2377168492___10.png,4,0.00013723434,121.0,225.99999999999997,144.0,249.00000000000003
